Sample index,Multipacting max (uA),Pressure max (mBar),P transmise moy (W),NI9205_E4,NI9205_E7,NI9205_MP4l,NI9205_MP7l,NI9205_ERPA,NI9205_Power1,NI9205_Power2,NI9205_Arc1,NI9205_Penning1,NI9205_Penning2,NI9205_Penning,NI9205_MP8l,NI9205_dBm,NI9205_TTi,NI9205_Keithley,NI9205_Spellman,T1,T2,T3,T4,Folder :,250424-161215-MVE5-120M-50O-BDTcomp-ERPA1-Vgrille-1dBm
1,0,0.004761109559,0.6831021446,3.331197712,3.380612037,14.23961046,13.39071054,0.009798704016,3.026848295,2.34374615,0.01669219586,0.004761109559,0.000000000100154004,0.00000000005663245476,13.44521759,-20,NaN,NaN,0,22.46,1413.1,19.76,22.54,E1 att:,-77.3
2,0,0.004761109559,1.076687697,3.329901462,3.380612037,14.23961046,13.39071054,0.008813919471,3.420433847,2.34374615,0.01669219586,0.004761109559,0.000000000100154004,0.00000000005666303847,13.44521759,-20,NaN,NaN,0,22.47,1413.1,19.77,22.53,E1 a:,10.30171
3,0,0.004761109559,1.076687697,3.331197712,3.380612037,14.23961046,14.08005973,0.01144001159,3.420433847,2.34374615,0.01669219586,0.004761109559,0.000000000100154004,0.00000000005666303847,13.44521759,-20,NaN,NaN,0,22.46,1413.1,19.77,22.55,E1 b:,-51.73648
4,0,0.004761109559,1.076687697,3.328605716,3.380612037,14.23961046,13.39071054,0.006187827354,3.420433847,2.34374615,0.01833350345,0.004761109559,0.000000000100154004,0.00000000005669363869,13.44521759,-20,NaN,NaN,0,22.45,1413.1,19.77,22.54,E2 att:,-74.4
5,0,0.004761109559,1.076687697,3.329901462,3.379289898,14.6368069,13.73538513,0.01242479614,3.420433847,2.34374615,0.01669219586,0.004761109559,0.000000000100154004,0.00000000005657133686,13.44521759,-20,NaN,NaN,0,22.44,1413.1,19.77,22.53,E2 a:,10.25929
6,0,0.004761109559,1.140039725,3.329901462,3.377968276,17.01998551,15.80343269,0.01373784221,3.814019399,2.673979674,0.01800524193,0.004761109559,0.0000000001000999462,0.00000000005660188756,13.04802116,-20,NaN,NaN,0,22.45,1413.1,19.78,22.52,E2 b:,-51.24233
7,0,0.004761109559,1.076687697,3.331197712,3.379289898,15.03400333,13.73538513,0.008157396441,3.420433847,2.34374615,0.01833350345,0.004761109559,0.000000000100154004,0.00000000005663245476,13.84241403,-20,NaN,NaN,0,22.43,1413.1,19.78,22.52,E3 att:,-73.9
8,0,0.004761109559,1.470273249,3.329901462,3.379289898,19.00596769,15.1140835,0.00585956584,3.814019399,2.34374615,0.01964654953,0.004761109559,0.000000000100154004,0.00000000005663245476,13.84241403,-20,NaN,NaN,0,22.43,1413.1,19.78,22.52,E3 a:,10.32683
9,0,0.004761109559,1.140039725,3.329901462,3.377968276,16.62278907,14.42473432,0.008157396441,3.814019399,2.673979674,0.01866176497,0.004761109559,0.000000000100154004,0.00000000005660188756,13.04802116,-20,NaN,NaN,0,22.42,1413.1,19.79,22.52,E3 b:,-51.58608
10,0,0.004761109559,1.140039725,3.329901462,3.379289898,16.62278907,14.76940891,0.008813919471,3.814019399,2.673979674,0.01767698042,0.004761109559,0.000000000100154004,0.00000000005657133686,13.04802116,-20,NaN,NaN,0,22.44,1413.1,19.8,22.52,E4 att:,-74.6
11,0,0.004761109559,0.6831021446,3.331197712,3.380612037,14.6368069,13.04603595,0.006187827354,3.026848295,2.34374615,0.01669219586,0.004761109559,0.000000000100154004,0.00000000005663245476,13.44521759,-20,NaN,NaN,0,22.41,1413.1,19.77,22.51,E4 a:,10.29834
12,0,0.004761109559,0.7464541731,3.329901462,3.377968276,16.62278907,14.76940891,0.008485657956,3.420433847,2.673979674,0.01964654953,0.004761109559,0.0000000001000999462,0.00000000005660188756,13.44521759,-20,NaN,NaN,0,22.36,1413.1,19.92,22.43,E4 b:,-51.48216
13,0,0.004761109559,1.140039725,3.329901462,3.379289898,16.22559264,15.1140835,0.01373784221,3.814019399,2.673979674,0.01767698042,0.004761109559,0.000000000100154004,0.00000000005660188756,13.44521759,-20,NaN,NaN,0,22.36,1413.1,19.92,22.43,E5 att:,-75.5
14,0,0.004761109559,1.140039725,3.329901462,3.379289898,14.6368069,13.73538513,0.01373784221,3.814019399,2.673979674,0.0173487189,0.004761109559,0.000000000100154004,0.00000000005660188756,13.44521759,-20,NaN,NaN,0,22.36,1413.1,19.91,22.44,E5 a:,10.28806
15,0,0.004761109559,1.076687697,3.329901462,3.379289898,15.43119977,14.42473432,0.01406610372,3.420433847,2.34374615,0.0173487189,0.004761109559,0.000000000100154004,0.00000000005660188756,13.04802116,-20,NaN,NaN,0,22.36,1413.1,19.91,22.44,E5 b:,-51.33708
16,0,0.004761109559,0.7464541731,3.329901462,3.377968276,17.81437838,16.49278188,0.008157396441,3.420433847,2.673979674,0.01997481105,0.004761109559,0.000000000100154004,0.00000000005663245476,13.44521759,-20,NaN,NaN,0,22.35,1413.1,19.9,22.44,E6 att:,-75.1
17,0,0.004761109559,0.8068109891,3.331197712,3.379289898,16.62278907,14.76940891,0.01406610372,3.814019399,3.00720841,0.01767698042,0.004761109559,0.000000000100154004,0.00000000005660188756,13.04802116,-20,NaN,NaN,0,22.35,1413.1,19.9,22.44,E6 a:,10.32523
18,0,0.004761109559,1.140039725,3.329901462,3.379289898,15.8283962,14.08005973,0.01439436524,3.814019399,2.673979674,0.01767698042,0.004761109559,0.000000000100154004,0.00000000005660188756,13.44521759,-20,NaN,NaN,0,22.35,1413.1,19.9,22.44,E6 b:,-51.47335
19,0,0.004761109559,0.7464541731,3.329901462,3.379289898,18.21157481,16.49278188,0.008485657956,3.420433847,2.673979674,0.01997481105,0.004761109559,0.000000000100154004,0.00000000005660188756,13.44521759,-20,NaN,NaN,0,22.35,1413.1,19.9,22.44,E7 att:,-74.9
20,0,0.004761109559,0.3528686209,3.329901462,3.380612037,14.6368069,13.04603595,0.008157396441,3.026848295,2.673979674,0.01931828801,0.004761109559,0.000000000100154004,0.00000000005657133686,13.84241403,-20,NaN,NaN,0,22.36,1413.1,19.91,22.44,E7 a:,10.3505
21,0,0.004761109559,1.140039725,3.329901462,3.379289898,16.22559264,14.76940891,0.01406610372,3.814019399,2.673979674,0.01767698042,0.004761109559,0.000000000100154004,0.00000000005660188756,13.44521759,-20,NaN,NaN,0,22.36,1413.1,19.91,22.44,E7 b:,-51.62198
22,0,0.004761109559,0.7464541731,3.329901462,3.377968276,17.01998551,15.80343269,0.008157396441,3.420433847,2.673979674,0.01997481105,0.004761109559,0.000000000100154004,0.00000000005657133686,13.44521759,-20,NaN,NaN,0,22.37,1413.1,19.9,22.44,E8 att:,NaN
23,0,0.004761109559,1.140039725,3.329901462,3.379289898,16.22559264,15.1140835,0.008813919471,3.814019399,2.673979674,0.01800524193,0.004761109559,0.000000000100154004,0.00000000005651028492,13.44521759,-20,NaN,NaN,0,22.37,1413.1,19.9,22.44,E8 a:,NaN
24,0,0.004761109559,1.470273249,3.328605716,3.377968276,18.21157481,14.08005973,0.005203042812,3.814019399,2.34374615,0.01997481105,0.004761109559,0.000000000100154004,0.00000000005647978367,13.44521759,-20,NaN,NaN,0,22.33,1413.1,19.91,22.45,E8 b:,NaN
25,0,0.004761109559,1.140039725,3.329901462,3.379289898,15.03400333,14.08005973,0.01406610372,3.814019399,2.673979674,0.0173487189,0.004761109559,0.000000000100154004,0.00000000005647978367,13.84241403,-20,NaN,NaN,0,22.33,1413.1,19.91,22.43,E9 att:,NaN
26,0,0.004761109559,1.140039725,3.329901462,3.379289898,17.41718194,15.4587581,0.007500873411,3.814019399,2.673979674,0.01800524193,0.004761109559,0.000000000100154004,0.00000000005651028492,13.44521759,-20,NaN,NaN,0,22.35,1413.1,19.92,22.44,E9 a:,NaN
27,0,0.004761109559,1.140039725,3.329901462,3.380612037,16.22559264,15.1140835,0.01406610372,3.814019399,2.673979674,0.01767698042,0.004761109559,0.000000000100154004,0.00000000005647978367,13.44521759,-20,NaN,NaN,0,22.36,1413.1,19.91,22.43,E9 b:,NaN
