毎月,まいげつ/まいつき,every month,FALSE,,
太い,ふとい,fat,FALSE,,
五日,いつか,"five days, fifth day",FALSE,,
出る,でる,"to appear,to leave",FALSE,,
話,はなし,"talk,story",FALSE,,
写真,しゃしん,photograph,FALSE,,
大きな,おおきな,big,FALSE,,
曇り,くもり,cloudy weather,FALSE,,
白い,しろい,White,FALSE,,
,かかる,to take time or money,FALSE,,
,どう,"how,in what way",FALSE,,
,ドア,Western style door,FALSE,,
飲み物,のみもの,a drink,FALSE,,
掃除,そうじする,"to clean, to sweep",FALSE,,
,たいへん,very,FALSE,,
時間,じかん,Time,FALSE,,
昼御飯,ひるごはん,midday meal,FALSE,,
店,みせ,shop,FALSE,,
火曜日,かようび,Tuesday,FALSE,,
,あさって,day after tomorrow,FALSE,,
誰,だれか,somebody,FALSE,,
,ええ,yes,FALSE,,
丈夫,じょうぶ,"strong, durable",FALSE,,
,ほんとう,truth,FALSE,,
先週,せんしゅう,last week,FALSE,,
,ワイシャツ,business shirt,FALSE,,
会う,あう,to meet,FALSE,,
西,にし,west,FALSE,,
狭い,せまい,Narrow,FALSE,,
覚える,おぼえる,to remember,FALSE,,
入れる,いれる,to put in,FALSE,,
道,みち,street,FALSE,,
電気,でんき,"electricity,electric light",FALSE,,
学生,がくせい,Student,FALSE,,
御飯,ごはん,"cooked rice, meal",FALSE,,
,テープレコーダー,tape recorder,FALSE,,
近い,ちかい,near,FALSE,,
昨日,きのう,Yesterday,FALSE,,
後,あと,afterwards,FALSE,,
作文,さくぶん,"composition, writing",FALSE,,
終る,おわる,to finish,FALSE,,
,もっと,more,FALSE,,
お兄さん,おにいさん,(honorable) older brother,FALSE,,
目,め,eye,FALSE,,
門,もん,gate,FALSE,,
,スリッパ,Slippers,FALSE,,
読む,よむ,to read,FALSE,,
,ニュース,news,FALSE,,
冷たい,つめたい,cold to the touch,FALSE,,
地図,ちず,map,FALSE,,
学校,がっこう,School,FALSE,,
煩い,うるさい,"noisy, annoying",FALSE,,
三日,みっか,"three days, third day of the month",FALSE,,
大使館,たいしかん,embassy,FALSE,,
青い,あおい,blue,FALSE,,
駅,えき,station,FALSE,,
,パーティー,party,FALSE,,
座る,すわる,to sit,FALSE,,
二人,ふたり,two people,FALSE,,
来年,らいねん,next year,FALSE,,
飛ぶ,とぶ,"to fly,to hop",FALSE,,
起きる,おきる,to get up,FALSE,,
四,し / よん,Four,FALSE,,
私,わたし,"I,myself",FALSE,,
毎晩,まいばん,every night,FALSE,,
八,はち,eight,FALSE,,
喫茶店,きっさてん,coffee lounge,FALSE,,
二つ,ふたつ,two,FALSE,,
,フィルム,roll of film,FALSE,,
古い,ふるい,old (not used for people),FALSE,,
二日,ふつか,"two days, second day of the month",FALSE,,
外国,がいこく,foreign country,FALSE,,
,みんな,everyone,FALSE,,
庭,にわ,garden,FALSE,,
,たいへん,difficult situation,FALSE,,
広い,ひろい,"spacious,wide",FALSE,,
,こっち,this person or way,FALSE,,
,ペン,pen,FALSE,,
置く,おく,to put,FALSE,,
一緒,いっしょ,together,FALSE,,
,じゃ/じゃあ,well then…,FALSE,,
,バス,bus,FALSE,,
洗う,あらう,to wash,FALSE,,
映画館,えいがかん,cinema,FALSE,,
,それから,after that,FALSE,,
低い,ひくい,"short,low",FALSE,,
卵,たまご,egg,FALSE,,
言葉,ことば,"word, language",FALSE,,
青,あお,blue,FALSE,,
降る,ふる,"to fall, e.g. rain or snow",FALSE,,
,ナイフ,knife,FALSE,,
暇,ひま,free time,FALSE,,
飴,あめ,candy,FALSE,,
,なぜ,why,FALSE,,
灰皿,はいざら,ashtray,FALSE,,
違う,ちがう,to differ,FALSE,,
,カップ,Cup,FALSE,,
交差点,こうさてん,intersection,FALSE,,
宿題,しゅくだい,homework,FALSE,,
漢字,かんじ,Chinese character,FALSE,,
,セーター,"sweater, jumper",FALSE,,
地下鉄,ちかてつ,underground train,FALSE,,
,テープ,tape,FALSE,,
水,みず,water,FALSE,,
,プール,swimming pool,FALSE,,
帽子,ぼうし,hat,FALSE,,
持つ,もつ,to hold,FALSE,,
渡す,わたす,to hand over,FALSE,,
朝御飯,あさごはん,breakfast,FALSE,,
温い,ぬるい,luke warm,FALSE,,
上着,うわぎ,jacket,FALSE,,
,なる,to become,FALSE,,
文章,ぶんしょう,"sentence,text",FALSE,,
九つ,ここのつ,Nine,FALSE,,
,ちょうど,exactly,FALSE,,
有名,ゆうめい,famous,FALSE,,
万,まん,ten thousand,FALSE,,
戸,と,Japanese style door,FALSE,,
村,むら,village,FALSE,,
午前,ごぜん,morning,FALSE,,
,ネクタイ,"tie,necktie",FALSE,,
,かける,to call by phone,FALSE,,
前,まえ,before,FALSE,,
姉,あね,(humble) older sister,FALSE,,
閉める,しめる,to close something,FALSE,,
大人,おとな,Adult,FALSE,,
お金,おかね,money,FALSE,,
一月,ひとつき,one month,FALSE,,
自動車,じどうしゃ,Automobile,FALSE,,
切手,きって,postage stamp,FALSE,,
晴れ,はれ,clear weather,FALSE,,
,ズボン,Trousers,FALSE,,
,あびる,"to bathe, to shower",FALSE,,
,そうして/そして,And,FALSE,,
,ストーブ,Heater,FALSE,,
