Sample index	Multipacting max (uA)	Pressure max (mBar)	P transmise moy (W)	NI9205_E1	NI9205_E2	NI9205_E3	NI9205_E4	NI9205_E5	NI9205_E6	NI9205_E7	NI9205_MP1l	NI9205_MP2l	NI9205_MP3l	NI9205_MP4l	NI9205_MP5l	NI9205_MP6l	NI9205_MP7l	NI9205_Power1	NI9205_Power2	NI9205_Arc1	NI9205_Penning1	NI9205_Penning2	NI9205_Penning	NI9205_MP8l	T1	T2	T3	T4
101	12.1	0.0000001782	215.7	541.2	0.06769	0.06894	0.2	0.2616	0.2894	0.2152	12.1	10.78	10.78	12.1	13.08	11.44	11.44	797.5	580.7	0.06002	0.0000001782	0.0000002296	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
102	11.44	0.0000001784	212.7	537.7	0.06675	0.06782	0.1983	0.2612	0.2886	0.214	11.44	10.78	9.799	11.77	12.1	12.42	11.44	792.6	578.4	0.04656	0.0000001784	0.0000002299	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
103	10.13	0.0000001781	209.7	535.2	0.06565	0.06702	0.1975	0.2598	0.2872	0.2133	10.13	9.799	8.157	9.47	9.142	8.486	10.46	788.3	576.5	0.0528	0.0000001781	0.0000002296	0.004761	9.167	1413.11	1413.11	1413.11	1413.11
104	10.46	0.0000001786	208.9	532.8	0.06479	0.06594	0.196	0.2592	0.286	0.2126	10.46	9.47	9.47	11.11	10.46	11.11	10.13	782.7	572.2	0.08399	0.0000001786	0.0000002303	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
105	8.814	0.0000001778	208.3	529.7	0.06423	0.06459	0.1946	0.2586	0.2852	0.2119	8.814	7.501	7.173	9.142	8.157	7.501	9.799	777.8	567.9	0.04624	0.0000001778	0.0000002293	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
106	9.142	0.0000001785	205.9	527.8	0.06334	0.06375	0.1934	0.2575	0.2843	0.2108	9.142	9.47	8.157	9.47	8.814	8.486	9.142	772.6	565.7	0.06331	0.0000001785	0.0000002302	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
107	9.47	0.0000001784	207	523.6	0.0622	0.06302	0.192	0.2562	0.2824	0.21	9.47	8.814	8.486	9.47	9.142	8.814	8.814	770.6	561.4	0.04656	0.0000001784	0.0000002296	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
108	8.157	0.0000001778	199.6	520.5	0.06109	0.06192	0.1907	0.2555	0.2807	0.2083	8.157	7.173	7.173	8.814	8.486	7.501	8.157	763.1	561.4	0.0725	0.0000001778	0.0000002292	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
109	11.11	0.0000001784	203.7	517	0.05874	0.05935	0.1889	0.2535	0.2789	0.2073	11.11	10.13	9.47	11.44	10.78	11.44	10.78	758.5	552.5	0.04985	0.0000001784	0.0000002299	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
110	8.814	0.0000001779	199.4	514.3	0.05818	0.05848	0.1878	0.2526	0.2786	0.2063	8.814	7.173	7.173	8.814	7.829	7.501	9.142	751.3	548.9	0.04262	0.0000001779	0.0000002292	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
111	11.44	0.0000001783	199.7	510.9	0.05737	0.05767	0.1868	0.252	0.2767	0.2055	11.44	10.46	10.46	12.1	12.1	11.77	11.44	744	542.4	0.06265	0.0000001783	0.0000002297	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
112	9.142	0.0000001784	198.2	508	0.05674	0.05656	0.1851	0.2509	0.2759	0.2046	9.142	8.157	9.142	10.46	8.814	9.47	10.13	739.8	540.4	0.05608	0.0000001784	0.0000002301	0.004761	9.331	1413.11	1413.11	1413.11	1413.11
113	10.46	0.0000001783	196.4	504.8	0.05607	0.05578	0.1837	0.2494	0.2741	0.2031	10.46	9.47	9.47	11.44	10.78	10.13	10.13	736.8	536.1	0.05576	0.0000001783	0.0000002301	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
114	11.11	0.0000001784	193.1	502.6	0.05556	0.05512	0.1828	0.2487	0.2732	0.2023	11.11	10.78	10.78	12.42	12.42	12.75	11.44	727	531.9	0.04591	0.0000001784	0.0000002297	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
115	8.157	0.0000001782	192.8	499.6	0.05488	0.05453	0.1816	0.248	0.2716	0.2011	8.157	7.173	6.844	8.486	8.157	8.157	8.486	722.1	527.6	0.08399	0.0000001782	0.0000002297	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
116	8.157	0.0000001779	191.4	495.9	0.0541	0.05369	0.1801	0.2465	0.2704	0.1999	8.157	7.173	6.844	8.814	8.157	7.829	8.157	717.8	523.7	0.08661	0.0000001779	0.0000002294	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
117	10.78	0.0000001786	187.8	493.1	0.05341	0.05278	0.1789	0.2454	0.2687	0.1989	10.78	9.47	9.799	11.11	10.78	10.78	11.11	710.6	519.4	0.05247	0.0000001786	0.0000002297	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
118	8.486	0.0000001778	186.7	489.2	0.05274	0.05224	0.1777	0.2438	0.2671	0.1978	8.486	7.173	7.173	8.486	8.157	8.157	8.814	703.7	513.2	0.05543	0.0000001778	0.000000229	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
119	8.486	0.0000001782	183.9	485.1	0.05076	0.04965	0.1756	0.2414	0.2653	0.1957	8.486	7.829	7.501	9.47	9.47	8.814	10.78	696.5	508.9	0.04821	0.0000001782	0.0000002297	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
120	12.1	0.000000178	182.5	480.9	0.05008	0.0489	0.1744	0.2407	0.2634	0.1943	12.1	10.78	10.78	12.75	12.1	10.78	8.814	689.6	501.4	0.0574	0.000000178	0.0000002293	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
121	11.44	0.0000001782	179.2	478.1	0.04951	0.04819	0.1731	0.239	0.2619	0.1933	11.44	10.46	10.46	12.42	12.75	12.42	15.71	678.5	495.1	0.06363	0.0000001782	0.0000002294	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
122	12.1	0.0000001782	179.3	474.8	0.04896	0.04775	0.1722	0.2373	0.2641	0.1921	12.1	11.44	11.11	12.75	12.1	11.77	12.1	671.2	488.9	0.07118	0.0000001782	0.0000002298	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
123	11.77	0.0000001779	176.7	470.9	0.04832	0.04705	0.1705	0.2362	0.2586	0.1906	11.77	10.46	10.13	11.44	11.77	10.46	9.142	664.7	484.7	0.05805	0.0000001779	0.0000002293	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
124	8.157	0.0000001778	175.4	467.3	0.04788	0.04652	0.169	0.2347	0.2573	0.1895	8.157	7.501	7.829	9.142	7.829	7.173	9.142	657.5	478.7	0.04427	0.0000001778	0.000000229	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
125	9.47	0.0000001783	171.2	464.8	0.04728	0.04606	0.168	0.2328	0.2558	0.188	9.47	9.142	8.814	9.799	9.142	8.814	9.142	648.3	474.5	0.0528	0.0000001783	0.0000002299	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
126	8.157	0.0000001779	167.8	460.9	0.04676	0.04531	0.1664	0.2317	0.2536	0.1867	8.157	7.173	6.844	8.486	8.486	7.501	8.486	642.1	468.9	0.06363	0.0000001779	0.000000229	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
127	9.142	0.0000001784	168.2	457.4	0.04611	0.04479	0.1647	0.2296	0.2515	0.1853	9.142	7.829	8.157	9.47	9.142	8.486	9.799	632.9	461	0.07315	0.0000001784	0.0000002299	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
128	10.46	0.0000001782	169	453.1	0.04551	0.04421	0.1631	0.2279	0.2494	0.1834	10.46	8.814	7.829	9.47	8.814	8.157	9.142	626.6	452.8	0.06134	0.0000001782	0.0000002296	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
129	11.77	0.0000001783	164.9	449.7	0.0451	0.04368	0.1618	0.2266	0.2478	0.1819	11.77	11.11	10.78	12.42	12.1	10.78	9.799	615.5	445.3	0.05608	0.0000001783	0.0000002294	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
130	7.829	0.0000001782	159.7	446.3	0.0446	0.04317	0.1601	0.2243	0.2461	0.1801	7.829	7.173	7.173	8.486	8.157	8.157	8.814	604.3	441.7	0.05937	0.0000001782	0.0000002296	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
131	8.157	0.0000001782	158.7	442.9	0.0441	0.04267	0.1589	0.2222	0.2443	0.1787	8.157	7.501	7.501	8.814	8.486	8.486	10.13	598.1	434.2	0.0702	0.0000001782	0.0000002294	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
132	8.814	0.0000001783	155.9	438.7	0.0436	0.04218	0.1571	0.2203	0.2414	0.1771	8.814	9.142	9.142	9.799	9.47	8.814	9.142	587.3	428.2	0.05871	0.0000001783	0.0000002298	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
133	10.78	0.0000001783	154	435.6	0.0431	0.04165	0.1559	0.2181	0.2395	0.1758	10.78	9.47	9.142	10.78	10.78	10.46	10.13	578.8	420.7	0.04197	0.0000001783	0.0000002296	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
134	9.142	0.0000001783	151.7	428.2	0.04091	0.03926	0.1529	0.2143	0.2354	0.1727	9.142	7.829	7.829	9.142	9.142	8.814	10.13	568.3	412.8	0.04985	0.0000001783	0.0000002297	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
135	8.814	0.0000001783	150.4	424.7	0.04044	0.03871	0.1512	0.212	0.2326	0.1705	8.814	7.501	7.173	8.814	8.157	7.829	9.799	562	400.4	0.04853	0.0000001783	0.0000002294	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
136	8.157	0.0000001778	143.3	420	0.03987	0.0383	0.1492	0.2098	0.2303	0.1684	8.157	7.501	7.173	9.142	7.829	7.501	9.799	543.7	392.8	0.05477	0.0000001778	0.0000002292	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
137	8.157	0.0000001778	139.9	416.5	0.03954	0.03797	0.1477	0.2079	0.2281	0.1672	8.157	7.173	7.501	8.486	8.157	7.829	9.142	530.9	385.6	0.05017	0.0000001778	0.000000229	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
138	11.44	0.0000001782	139.8	413.7	0.03912	0.03746	0.1463	0.2056	0.2258	0.1654	11.44	10.13	10.13	11.77	11.44	11.11	11.11	520.7	376.4	0.06068	0.0000001782	0.0000002296	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
139	9.799	0.0000001784	134.7	408.1	0.03873	0.03713	0.1443	0.203	0.2233	0.1635	9.799	9.142	9.47	10.13	9.799	9.799	10.13	511.2	371.2	0.05805	0.0000001784	0.0000002296	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
140	12.1	0.0000001779	134.6	404.9	0.03825	0.03666	0.1432	0.2012	0.221	0.1621	12.1	10.78	10.78	12.42	12.42	11.44	10.46	500.7	362.7	0.06134	0.0000001779	0.0000002294	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
141	10.13	0.0000001783	131.8	399.6	0.03789	0.03639	0.1418	0.199	0.2183	0.1601	10.13	9.142	9.47	10.78	10.13	10.13	10.46	490.6	355.4	0.05411	0.0000001783	0.0000002297	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
142	8.486	0.0000001777	127.4	394.9	0.03738	0.03597	0.1401	0.1968	0.216	0.1581	8.486	7.501	6.844	8.486	8.157	8.157	10.13	483	348.6	0.0528	0.0000001777	0.0000002292	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
143	10.13	0.0000001783	125.3	390.8	0.03694	0.03551	0.1385	0.1937	0.2131	0.1559	10.13	8.814	8.157	9.47	9.142	8.486	9.142	470.9	340	0.08497	0.0000001783	0.0000002299	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
144	9.47	0.0000001778	124.2	385.4	0.03659	0.03512	0.1368	0.1916	0.2104	0.1542	9.47	8.157	7.829	9.47	8.157	8.486	10.13	461.4	333.1	0.05346	0.0000001778	0.0000002291	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
145	11.11	0.000000178	119.9	380.7	0.03603	0.03477	0.135	0.1889	0.2073	0.152	11.11	9.47	8.814	10.13	9.142	8.157	9.142	449.9	324.6	0.05379	0.000000178	0.0000002293	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
146	8.157	0.0000001778	116.4	372.2	0.03477	0.03331	0.1327	0.1844	0.2027	0.149	8.157	7.501	7.173	8.814	8.486	7.829	9.47	438.7	316.8	0.04558	0.0000001778	0.0000002292	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
147	9.799	0.0000001777	114.6	368.6	0.03447	0.03304	0.131	0.1828	0.2005	0.147	9.799	8.486	7.829	9.142	8.486	7.829	10.13	427.6	303.3	0.05313	0.0000001777	0.0000002292	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
148	9.142	0.0000001777	108	363.4	0.03395	0.03258	0.1294	0.1799	0.1982	0.1455	9.142	7.501	7.501	8.814	8.486	7.501	10.46	410.9	297.1	0.05379	0.0000001777	0.000000229	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
149	11.11	0.0000001784	105.5	362.8	0.034	0.03254	0.1294	0.1801	0.1977	0.1451	11.11	10.13	9.799	12.1	11.44	11.77	11.44	401.4	289.5	0.05411	0.0000001784	0.0000002296	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
150	7.829	0.0000001777	101.4	363.4	0.03402	0.03254	0.1297	0.1799	0.1974	0.1449	7.829	6.844	6.844	8.157	7.829	7.501	8.814	392.8	290.5	0.08103	0.0000001777	0.0000002292	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
151	9.47	0.0000001781	101.8	363	0.034	0.03258	0.1294	0.1798	0.1977	0.1448	9.47	9.47	8.157	10.13	9.142	9.142	9.47	392.5	290.2	0.05017	0.0000001781	0.0000002301	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
152	8.157	0.000000178	101.2	363.5	0.034	0.03258	0.1296	0.1798	0.1974	0.1449	8.157	9.47	10.78	12.1	12.75	10.13	8.486	393.2	290.8	0.06889	0.000000178	0.0000002291	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
153	8.486	0.0000001778	101.3	363.3	0.034	0.03261	0.1297	0.1799	0.1979	0.1449	8.486	7.501	7.501	8.814	8.157	7.501	9.799	392.5	290.5	0.05477	0.0000001778	0.0000002292	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
154	9.799	0.0000001782	100.2	363.5	0.03395	0.03255	0.1295	0.1802	0.1974	0.1451	9.799	8.814	8.814	9.47	9.142	8.486	10.46	390.5	290.5	0.05149	0.0000001782	0.0000002299	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
155	8.486	0.0000001779	101.4	363.4	0.034	0.03255	0.1294	0.1801	0.1975	0.1451	8.486	7.173	7.173	8.814	8.157	7.829	9.142	392.5	290.5	0.05182	0.0000001779	0.0000002291	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
156	10.46	0.0000001783	102.3	362.4	0.034	0.03258	0.1293	0.1802	0.1977	0.1449	10.46	8.486	8.486	9.47	9.142	8.486	10.13	392.5	290.2	0.05805	0.0000001783	0.0000002299	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
157	10.78	0.0000001783	102.2	363.1	0.03404	0.03263	0.1294	0.1798	0.1975	0.1452	10.78	9.799	9.47	11.11	10.13	10.78	10.46	392.8	290.5	0.05707	0.0000001783	0.0000002296	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
158	11.77	0.0000001778	103.8	363.4	0.03397	0.03253	0.1293	0.1803	0.1976	0.1451	11.77	10.46	10.13	11.77	12.42	10.78	10.78	392.8	288.9	0.05477	0.0000001778	0.0000002292	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
159	11.77	0.000000178	101.2	363.8	0.03398	0.03257	0.1296	0.1802	0.1975	0.1451	11.77	10.46	9.47	11.11	10.13	9.47	9.799	392.8	290.5	0.04952	0.000000178	0.0000002291	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
160	11.44	0.0000001776	100.8	363.1	0.034	0.03258	0.1294	0.1802	0.1978	0.145	11.44	10.78	10.13	11.44	11.11	10.46	10.13	391.2	290.5	0.05477	0.0000001776	0.0000002294	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
161	8.486	0.0000001775	101.8	362.8	0.03401	0.03257	0.1295	0.18	0.1974	0.1451	8.486	7.501	7.173	8.814	7.829	7.501	8.486	392.8	290.5	0.04952	0.0000001775	0.0000002288	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
162	9.47	0.0000001782	101.7	363.3	0.03404	0.03265	0.1297	0.1799	0.1976	0.1453	9.47	8.486	8.814	10.78	9.799	9.799	10.13	392.8	290.5	0.05674	0.0000001782	0.0000002298	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
163	10.78	0.0000001781	100.6	363	0.03398	0.0327	0.1294	0.1802	0.1977	0.1451	10.78	9.47	9.47	11.44	11.11	11.44	10.78	390.9	290.5	0.04788	0.0000001781	0.0000002297	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
164	9.47	0.0000001783	100.5	363.1	0.03404	0.03265	0.1296	0.1801	0.1975	0.1451	9.47	10.13	8.486	10.13	9.142	8.814	9.47	391.2	290.5	0.06166	0.0000001783	0.0000002301	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
165	10.13	0.0000001784	101.4	363.5	0.03394	0.03259	0.1295	0.1799	0.1978	0.1449	10.13	8.814	8.157	9.47	9.142	8.486	9.142	392.8	290.5	0.04656	0.0000001784	0.0000002298	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
166	10.46	0.0000001782	102.1	363.3	0.03398	0.03258	0.1296	0.1797	0.1981	0.1451	10.46	8.486	8.157	9.799	9.47	8.157	10.78	392.8	290.5	0.06921	0.0000001782	0.0000002302	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
167	10.78	0.0000001783	102.7	363.3	0.03398	0.0327	0.1296	0.1799	0.1975	0.145	10.78	9.799	9.142	11.11	10.78	10.78	10.46	392.8	290.5	0.06856	0.0000001783	0.0000002296	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
168	9.799	0.0000001781	101.4	363.3	0.03398	0.03259	0.1293	0.1803	0.1976	0.1449	9.799	8.157	8.486	9.47	9.142	8.157	9.47	392.8	290.5	0.06265	0.0000001781	0.0000002298	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
169	9.799	0.0000001782	101.3	363.4	0.03398	0.03258	0.1295	0.18	0.1976	0.1452	9.799	8.814	7.829	9.47	8.814	8.486	9.47	392.5	290.5	0.04722	0.0000001782	0.0000002299	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
170	8.486	0.0000001779	102.4	363.3	0.03397	0.03257	0.1298	0.1801	0.1975	0.1449	8.486	7.501	7.501	8.486	9.142	8.486	10.46	392.8	290.8	0.08727	0.0000001779	0.0000002297	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
171	11.11	0.0000001778	101	363.3	0.03401	0.03263	0.1295	0.1802	0.1974	0.1447	11.11	9.142	8.157	9.47	9.47	7.501	10.13	392.8	290.5	0.05411	0.0000001778	0.000000229	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
172	12.1	0.0000001778	100.3	363.3	0.03395	0.03261	0.1294	0.1801	0.1984	0.1448	12.1	10.78	10.46	11.77	12.1	11.77	9.799	390.9	290.5	0.05805	0.0000001778	0.0000002291	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
173	11.77	0.0000001782	101.4	363.5	0.03398	0.03261	0.1296	0.1805	0.1979	0.145	11.77	10.46	10.46	11.77	12.1	11.44	10.78	392.8	290.8	0.04656	0.0000001782	0.0000002294	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
174	11.77	0.000000178	101.6	363	0.03395	0.03262	0.1296	0.1799	0.1976	0.1452	11.77	10.46	10.46	12.1	12.42	11.44	10.46	392.5	290.5	0.06757	0.000000178	0.0000002296	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
175	11.44	0.000000178	101.4	363.8	0.034	0.03262	0.1293	0.1803	0.1978	0.145	11.44	10.78	10.46	12.42	12.1	11.11	10.78	392.5	290.5	0.05017	0.000000178	0.0000002296	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
176	11.44	0.0000001779	102.3	368.2	0.03439	0.03293	0.131	0.1828	0.2001	0.1468	11.44	10.78	10.46	11.77	12.1	12.42	10.78	392.8	290.5	0.06823	0.0000001779	0.0000002293	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
177	10.46	0.000000178	100.5	372.5	0.0348	0.03339	0.1328	0.1846	0.2029	0.149	10.46	9.799	9.47	11.44	10.78	10.46	10.46	401.7	297.4	0.0551	0.000000178	0.0000002294	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
178	8.486	0.0000001779	101	379.6	0.036	0.0348	0.1351	0.1889	0.2073	0.1518	8.486	8.157	7.501	9.47	8.814	8.486	10.78	410.5	304.9	0.07348	0.0000001779	0.0000002293	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
179	8.157	0.0000001776	103	385.9	0.0365	0.03515	0.137	0.1915	0.2101	0.1542	8.157	7.501	6.844	8.486	7.829	7.829	8.814	427.6	316.8	0.08694	0.0000001776	0.0000002291	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
180	10.78	0.000000178	108.7	390.2	0.03703	0.03563	0.139	0.1943	0.2135	0.1562	10.78	9.799	9.142	10.78	10.46	10.78	10.46	438.7	324.9	0.05346	0.000000178	0.0000002299	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
181	12.1	0.0000001779	112.5	395.3	0.03744	0.03611	0.1405	0.1971	0.2161	0.1583	12.1	10.78	10.78	12.42	12.1	12.1	11.11	449.9	331.5	0.07086	0.0000001779	0.0000002294	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
182	8.157	0.0000001774	115.5	400.1	0.03785	0.03653	0.142	0.1997	0.2191	0.1602	8.157	6.844	7.501	8.486	8.157	7.829	8.157	461.7	340.7	0.0656	0.0000001774	0.0000002291	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
183	10.46	0.0000001781	117.6	404.1	0.03821	0.03679	0.1433	0.2015	0.2214	0.1619	10.46	9.799	9.47	11.11	10.46	10.78	10.46	472.8	350.2	0.04919	0.0000001781	0.0000002296	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
184	8.486	0.000000178	120.7	408	0.03865	0.03716	0.1448	0.2037	0.2233	0.1637	8.486	8.157	7.501	9.799	8.814	8.157	10.13	482.7	357.4	0.07939	0.000000178	0.0000002291	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
185	12.1	0.0000001774	125.8	412.2	0.03902	0.03758	0.1464	0.2056	0.2257	0.1654	12.1	10.78	10.13	12.1	11.77	11.11	10.13	492.9	362.7	0.06495	0.0000001774	0.000000229	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
186	11.11	0.0000001776	126.1	416	0.03938	0.03797	0.148	0.2083	0.2283	0.1671	11.11	10.78	10.13	12.1	12.1	11.44	11.11	502.7	371.2	0.05641	0.0000001776	0.0000002298	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
187	9.142	0.0000001779	128.7	416.6	0.03954	0.03807	0.1479	0.2083	0.2285	0.1671	9.142	8.814	9.142	9.47	9.47	9.47	9.799	512.9	378.4	0.07118	0.0000001779	0.0000002292	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
188	8.157	0.0000001778	134.1	416.3	0.03949	0.03797	0.1481	0.2079	0.2285	0.167	8.157	7.501	7.173	8.486	8.486	8.486	10.13	512.9	378.7	0.09909	0.0000001778	0.0000002293	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
189	10.46	0.0000001781	133.1	417.1	0.03944	0.03795	0.1479	0.2078	0.2281	0.1671	10.46	9.47	9.47	11.11	10.46	10.13	10.78	512.5	378.7	0.06429	0.0000001781	0.0000002296	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
190	9.799	0.0000001778	133.3	416.5	0.03949	0.03798	0.1476	0.2078	0.2282	0.1669	9.799	9.142	8.157	9.47	9.142	9.142	9.47	512.9	378.4	0.06462	0.0000001778	0.0000002292	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
191	9.799	0.000000178	133.1	416.5	0.03951	0.03803	0.148	0.2079	0.2282	0.1672	9.799	8.814	8.814	9.799	9.142	8.486	10.46	512.5	378.4	0.0656	0.000000178	0.0000002297	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
192	8.814	0.0000001775	133	416.5	0.03955	0.03795	0.1482	0.2078	0.2283	0.1672	8.814	7.829	8.157	8.814	7.829	7.501	9.142	512.5	378.4	0.05674	0.0000001775	0.0000002291	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
193	8.486	0.0000001775	134.6	416.3	0.03943	0.03801	0.1479	0.2078	0.2282	0.167	8.486	7.501	7.501	8.814	8.157	7.829	9.142	512.9	378.4	0.0551	0.0000001775	0.0000002287	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
194	8.486	0.0000001775	133.5	417.1	0.0394	0.03794	0.1481	0.2078	0.2281	0.1672	8.486	7.501	7.173	8.814	8.157	7.501	10.13	512.9	378.7	0.05247	0.0000001775	0.000000229	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
195	11.77	0.0000001777	132.7	416.1	0.03938	0.0381	0.1481	0.208	0.228	0.1672	11.77	10.78	10.13	12.1	11.77	11.77	11.11	510.9	378.4	0.06166	0.0000001777	0.0000002291	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
196	7.829	0.0000001777	132.2	416.6	0.03946	0.03798	0.1483	0.2074	0.2279	0.167	7.829	6.844	7.173	8.814	7.829	7.501	8.486	510.9	378.4	0.05411	0.0000001777	0.0000002292	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
197	9.799	0.000000376	132.4	254.5	0.02453	0.02357	0.09196	0.1286	0.1387	0.1046	9.799	8.486	8.157	9.799	8.486	8.814	9.799	511.2	378.4	0.05182	0.000000376	0.0000002769	0.004761	9.659	1413.11	1413.11	1413.11	1413.11
198	11.44	0.0000002364	226.5	259.1	0.02498	0.02395	0.0935	0.1307	0.1412	0.1068	11.44	10.78	10.46	12.1	11.44	11.11	10.13	510.9	149.2	0.05477	0.0000002364	0.000000252	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
199	11.44	0.0000002207	52.14	263.9	0.02537	0.02437	0.09527	0.1325	0.1538	0.1087	11.44	10.46	10.46	11.77	12.1	11.44	11.44	209.2	154.1	0.04459	0.0000002207	0.0000002373	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
200	8.814	0.0000002051	53.51	271.9	0.02624	0.02521	0.09811	0.1362	0.148	0.1117	8.814	7.173	7.173	8.486	8.486	7.829	8.486	216.4	159.3	0.05083	0.0000002051	0.0000002448	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
201	10.46	0.000000211	53.12	277	0.02675	0.02563	0.1001	0.1386	0.1512	0.1137	10.46	9.799	9.142	10.78	10.78	10.46	9.799	228.2	168.5	0.05313	0.000000211	0.0000002424	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
202	11.44	0.0000002041	59.21	283.5	0.02718	0.02617	0.1024	0.1418	0.1545	0.1162	11.44	10.78	10.13	12.1	12.1	10.78	9.799	236.4	174.1	0.06068	0.0000002041	0.0000002393	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
