Sample index	Multipacting max (uA)	Pressure max (mBar)	P transmise moy (W)	NI9205_E1	NI9205_E2	NI9205_E3	NI9205_E4	NI9205_E5	NI9205_E6	NI9205_E7	NI9205_MP1l	NI9205_MP2l	NI9205_MP3l	NI9205_MP4l	NI9205_MP5l	NI9205_MP6l	NI9205_MP7l	NI9205_Power1	NI9205_Power2	NI9205_Arc1	NI9205_Penning1	NI9205_Penning2	NI9205_Penning	NI9205_MP8l	T1	T2	T3	T4
14	8.814	0.0000001786	100.8	4.736	0.001436	0.001404	0.001408	0.001418	0.001404	0.001403	8.814	7.173	7.173	8.486	7.829	7.829	9.799	391.2	290.5	0.04624	0.0000001786	0.0000002298	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
15	10.13	0.0000001789	100.5	4.734	0.001435	0.001404	0.001408	0.001418	0.001404	0.001403	10.13	8.486	8.486	9.799	9.799	8.814	9.142	390.5	290.5	0.05116	0.0000001789	0.0000002303	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
16	9.142	0.000000179	100.5	4.734	0.001436	0.001405	0.001408	0.001418	0.001404	0.001403	9.142	8.157	8.157	9.799	8.814	8.814	9.799	390.9	290.5	0.05411	0.000000179	0.0000002303	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
17	10.13	0.0000001789	100.2	60.37	0.005823	0.005556	0.02159	0.02956	0.03235	0.02495	10.13	8.814	8.157	9.799	8.814	8.157	9.142	390.9	290.5	0.05444	0.0000001789	0.0000002304	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
18	8.157	0.0000001789	196.7	364.6	0.0344	0.03217	0.1293	0.1802	0.1978	0.1453	8.157	7.829	8.157	10.13	9.47	9.47	9.47	390.9	10.46	0.06232	0.0000001789	0.0000002299	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
19	8.157	0.0000001784	-75	369.2	0.03473	0.03263	0.1307	0.1823	0.2003	0.1469	8.157	8.157	7.173	8.814	8.157	7.501	9.142	392.8	290.5	0.05576	0.0000001784	0.0000002292	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
20	8.486	0.0000001784	97.37	374.1	0.03516	0.03293	0.1321	0.1849	0.203	0.1493	8.486	7.501	7.173	8.814	8.157	7.173	9.799	401.7	298.7	0.05116	0.0000001784	0.0000002292	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
21	8.157	0.0000001788	102.7	381.5	0.03634	0.03431	0.1346	0.1887	0.2076	0.1521	8.157	7.173	6.844	8.486	8.157	7.829	8.157	411.2	305.3	0.08333	0.0000001788	0.0000002296	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
22	8.486	0.0000001792	103.7	386.8	0.03685	0.03475	0.1366	0.1917	0.2104	0.1543	8.486	7.501	8.157	9.47	8.814	9.142	10.13	427.6	316.4	0.06527	0.0000001792	0.0000002299	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
23	10.46	0.000000179	109.1	391.9	0.03747	0.03516	0.1385	0.1943	0.2138	0.1567	10.46	9.799	9.47	11.77	11.44	11.11	11.11	438.4	324.6	0.06199	0.000000179	0.0000002303	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
24	10.46	0.000000179	112.6	396.3	0.03789	0.03557	0.1401	0.1968	0.216	0.1585	10.46	9.47	9.47	11.11	10.78	10.46	10.78	451.5	332.8	0.05707	0.000000179	0.0000002302	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
25	11.44	0.0000001789	115.4	400.9	0.03818	0.036	0.1415	0.1989	0.2193	0.1603	11.44	10.78	10.46	12.42	12.1	11.44	10.78	463.3	341.7	0.05871	0.0000001789	0.0000002299	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
26	8.486	0.0000001784	119.1	404.7	0.0387	0.03641	0.143	0.2011	0.2212	0.162	8.486	7.501	7.501	8.814	7.829	7.829	9.799	473.5	348.9	0.04886	0.0000001784	0.0000002294	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
27	12.1	0.0000001789	118.6	409.9	0.03891	0.03669	0.1443	0.2034	0.2233	0.1636	12.1	11.11	11.11	12.1	12.1	12.1	11.11	481	357.1	0.06692	0.0000001789	0.0000002299	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
28	9.47	0.0000001792	123.6	412.8	0.03943	0.03709	0.1459	0.2056	0.2266	0.1658	9.47	8.486	8.814	10.13	9.142	9.47	9.799	490.6	364.3	0.05641	0.0000001792	0.0000002306	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
29	8.814	0.0000001786	125.2	417.1	0.03982	0.03753	0.1476	0.208	0.2285	0.1673	8.814	7.501	7.829	9.142	8.486	7.501	10.46	502.7	371.2	0.06068	0.0000001786	0.0000002296	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
30	8.157	0.0000001785	128.9	421.3	0.04025	0.03785	0.149	0.2103	0.2305	0.1693	8.157	7.173	7.173	8.486	7.829	7.829	10.13	513.2	378.4	0.04919	0.0000001785	0.0000002296	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
31	8.814	0.0000001791	131.1	426	0.04081	0.03841	0.1507	0.2125	0.2329	0.1708	8.814	7.829	7.829	9.142	9.799	8.814	10.46	522.7	387.3	0.06396	0.0000001791	0.0000002302	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
32	9.142	0.0000001785	134.4	429.4	0.04125	0.03884	0.1524	0.2146	0.2352	0.173	9.142	8.486	8.486	10.46	9.799	10.78	12.75	530.9	393.5	0.07545	0.0000001785	0.0000002294	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
33	9.142	0.0000001792	135	435.6	0.0433	0.04134	0.1552	0.2181	0.24	0.1757	9.142	8.157	8.486	9.799	8.814	8.814	9.47	541.1	400.4	0.0528	0.0000001792	0.0000002302	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
34	9.47	0.000000179	139	440.3	0.04395	0.04182	0.1572	0.221	0.2419	0.1775	9.47	8.486	8.486	10.13	8.814	9.142	9.799	560.1	413.2	0.07315	0.000000179	0.0000002304	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
35	8.486	0.0000001784	142	444.5	0.04451	0.04227	0.1588	0.2227	0.2439	0.1791	8.486	7.501	7.173	8.814	8.157	7.501	9.47	570.6	422.3	0.06659	0.0000001784	0.0000002296	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
36	11.44	0.0000001791	147.7	447.4	0.04499	0.04279	0.1607	0.2244	0.2463	0.1811	11.44	10.13	10.46	11.77	11.44	11.44	11.44	580.7	428.2	0.0528	0.0000001791	0.0000002304	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
37	8.157	0.0000001786	148.8	451.5	0.04547	0.04339	0.1617	0.2264	0.248	0.1826	8.157	7.173	7.501	8.486	8.157	7.501	8.814	591.6	438.1	0.0551	0.0000001786	0.0000002296	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
38	8.486	0.0000001784	153.4	453.4	0.04587	0.04365	0.1629	0.2278	0.2495	0.1835	8.486	7.501	7.173	8.486	8.157	7.829	9.142	598.4	441.7	0.05247	0.0000001784	0.0000002293	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
39	9.47	0.0000001791	152.7	459.4	0.04639	0.04433	0.1646	0.2295	0.2516	0.1851	9.47	8.486	8.486	10.46	9.799	9.142	10.13	604.3	447.3	0.05477	0.0000001791	0.0000002303	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
40	8.157	0.0000001787	152.6	461.6	0.04705	0.04497	0.1668	0.2313	0.254	0.1868	8.157	7.173	7.173	9.142	8.486	8.814	9.799	615.2	455.1	0.08136	0.0000001787	0.0000002301	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
41	9.799	0.000000179	158.9	465.5	0.04749	0.04553	0.1674	0.2329	0.2557	0.1882	9.799	8.814	9.142	10.78	10.46	9.799	10.13	624.4	461	0.05608	0.000000179	0.0000002303	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
42	10.46	0.0000001792	158.9	468.3	0.04804	0.04609	0.169	0.2344	0.2577	0.1896	10.46	9.799	9.47	10.78	10.46	10.46	10.78	632.9	468.9	0.04821	0.0000001792	0.0000002304	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
43	12.1	0.0000001792	164.5	471.5	0.04859	0.04663	0.1698	0.2358	0.2582	0.1908	12.1	10.78	10.13	12.75	11.77	11.77	11.11	641.7	472.8	0.06068	0.0000001792	0.0000002306	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
44	11.44	0.000000179	166.5	475	0.04927	0.04722	0.1713	0.2375	0.2605	0.1923	11.44	10.46	10.13	11.77	12.1	12.1	11.44	648.6	478.7	0.04853	0.000000179	0.0000002302	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
45	9.142	0.0000001794	167.2	478.6	0.04985	0.04798	0.173	0.2391	0.262	0.1936	9.142	8.814	8.486	10.13	9.142	9.47	9.799	655.2	484.7	0.05838	0.0000001794	0.0000002304	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
46	8.486	0.0000001791	168.7	481.9	0.0505	0.04855	0.1739	0.2401	0.2636	0.195	8.486	7.501	7.829	9.142	8.814	8.486	9.47	664.4	490.6	0.07282	0.0000001791	0.0000002303	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
47	11.77	0.0000001789	171.8	484.9	0.05115	0.04922	0.1753	0.2412	0.2649	0.1958	11.77	10.78	10.46	12.1	12.42	12.42	10.78	671.2	494.8	0.06363	0.0000001789	0.0000002299	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
48	8.157	0.0000001785	173	489.8	0.05299	0.05197	0.1771	0.2438	0.2675	0.1976	8.157	6.844	7.173	8.486	8.486	7.501	8.814	677.8	501	0.09744	0.0000001785	0.0000002298	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
49	9.799	0.0000001793	174	493.1	0.05363	0.05259	0.1786	0.245	0.2688	0.199	9.799	8.157	8.486	10.13	8.814	8.486	9.47	689.3	508.9	0.06856	0.0000001793	0.0000002304	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
50	11.77	0.0000001787	179.5	496.3	0.0544	0.05314	0.1799	0.2465	0.2704	0.2	11.77	10.78	10.13	12.1	12.42	11.11	10.78	696.5	513.2	0.06921	0.0000001787	0.0000002301	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
51	11.44	0.0000001793	179.1	498.8	0.05521	0.05403	0.1812	0.2475	0.2719	0.2011	11.44	10.78	10.13	12.42	12.75	12.1	11.44	701.1	519.4	0.07479	0.0000001793	0.0000002299	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
52	9.799	0.000000179	181.8	503	0.05598	0.05475	0.1829	0.2485	0.2735	0.2022	9.799	8.157	8.486	10.13	8.814	9.799	9.47	710.3	523.7	0.05707	0.000000179	0.0000002304	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
53	9.799	0.0000001788	185.3	506	0.05647	0.05549	0.1835	0.2493	0.2741	0.2034	9.799	8.814	8.486	9.799	8.157	7.501	10.13	715.5	527.9	0.0574	0.0000001788	0.0000002294	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
54	9.142	0.0000001788	188.3	508.8	0.05712	0.0562	0.1847	0.2508	0.2754	0.2044	9.142	7.829	7.829	9.799	9.47	8.814	9.47	722.1	529.9	0.08825	0.0000001788	0.0000002299	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
55	11.44	0.0000001788	190.4	511.7	0.05767	0.05733	0.1862	0.2514	0.2766	0.2055	11.44	10.46	9.47	11.11	10.78	9.47	9.799	727	534.2	0.0528	0.0000001788	0.0000002297	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
56	11.77	0.0000001788	189.1	514.1	0.05839	0.05802	0.1874	0.2524	0.2778	0.2066	11.77	10.13	9.47	10.46	10.13	8.157	9.47	731.9	540.1	0.05707	0.0000001788	0.0000002297	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
57	11.77	0.0000001788	190.6	516.8	0.05916	0.05888	0.1884	0.2535	0.2796	0.2071	11.77	10.13	9.142	11.11	11.11	9.47	9.47	739.1	544.3	0.04624	0.0000001788	0.0000002296	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
58	8.486	0.0000001785	194.5	521.1	0.06156	0.06141	0.1902	0.2551	0.281	0.2086	8.486	7.173	7.173	8.486	8.486	7.829	9.142	744	546.6	0.04853	0.0000001785	0.0000002294	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
59	9.799	0.0000001791	193.8	523.2	0.06242	0.06249	0.1919	0.2562	0.2827	0.2098	9.799	8.814	8.157	9.799	9.142	9.142	9.47	751.3	552.9	0.05608	0.0000001791	0.0000002299	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
60	8.486	0.0000001784	196.8	526.9	0.06337	0.06375	0.1932	0.2571	0.2842	0.2105	8.486	7.173	7.501	8.157	8.157	7.829	9.47	758.8	557.1	0.04262	0.0000001784	0.0000002296	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
61	12.42	0.0000001785	199	529.7	0.06454	0.06443	0.1945	0.2581	0.2851	0.212	12.42	10.78	10.13	12.42	12.42	11.77	11.11	763.7	561.4	0.06331	0.0000001785	0.0000002299	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
62	9.799	0.0000001789	201.5	532	0.06552	0.06505	0.1963	0.2587	0.2862	0.2129	9.799	8.814	8.814	10.13	9.142	9.142	9.47	767.7	563.7	0.05937	0.0000001789	0.0000002301	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
63	11.77	0.0000001784	201.1	535	0.06649	0.06607	0.1973	0.2599	0.2878	0.2131	11.77	11.11	10.46	12.1	12.42	11.44	10.78	770	567.9	0.05411	0.0000001784	0.0000002297	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
64	8.486	0.0000001781	200.4	537.7	0.06745	0.06729	0.1983	0.2606	0.2892	0.214	8.486	7.501	7.173	8.814	8.157	7.501	9.47	777.8	572.2	0.04689	0.0000001781	0.0000002294	0.004761	7.361	1413.11	1413.11	1413.11	1413.11
65	8.814	0.0000001783	206	540.1	0.06864	0.0682	0.1997	0.2615	0.2894	0.2151	8.814	7.829	7.829	8.486	8.157	7.501	8.486	782.7	574.2	0.04755	0.0000001783	0.0000002293	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
66	11.77	0.000000179	206.8	542.7	0.06963	0.06899	0.2012	0.2619	0.2908	0.216	11.77	10.78	10.46	11.77	12.42	11.44	10.78	790.6	579.1	0.04262	0.000000179	0.0000002301	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
67	10.46	0.0000001789	209.8	547.2	0.07282	0.07242	0.2035	0.2638	0.2936	0.2174	10.46	8.814	8.814	10.46	9.142	9.47	9.799	792.6	580.4	0.05608	0.0000001789	0.0000002302	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
68	12.1	0.0000001789	209.4	550	0.07411	0.07367	0.2048	0.2649	0.2943	0.2183	12.1	10.78	10.46	12.42	11.77	11.44	10.78	797.5	585.3	0.05477	0.0000001789	0.0000002298	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
69	12.1	0.0000001784	210.8	553.1	0.07545	0.07461	0.2066	0.266	0.2959	0.219	12.1	10.78	10.46	11.44	11.44	10.13	9.142	805	589.6	0.05411	0.0000001784	0.0000002298	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
70	11.77	0.0000001788	212.6	556	0.07687	0.07584	0.2078	0.2665	0.2969	0.2202	11.77	10.78	10.78	11.77	11.77	12.1	10.78	809.6	593.9	0.05576	0.0000001788	0.0000002297	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
71	11.44	0.0000001786	215	558.9	0.07785	0.0769	0.2093	0.2676	0.2983	0.221	11.44	10.46	10.46	12.1	11.77	11.11	11.11	812.6	596.1	0.07086	0.0000001786	0.0000002298	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
72	7.829	0.0000001784	215.9	561.8	0.0791	0.07776	0.2107	0.2682	0.2999	0.2213	7.829	7.173	6.844	8.814	7.829	8.157	8.486	817.8	598.1	0.06166	0.0000001784	0.0000002293	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
73	9.47	0.0000001781	218.6	564.4	0.08043	0.07897	0.2124	0.2691	0.3011	0.2228	9.47	7.501	7.501	8.814	8.157	7.501	9.799	822.8	600.4	0.05313	0.0000001781	0.0000002296	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
74	10.13	0.0000001786	218.6	567.6	0.08201	0.07995	0.2142	0.2696	0.3023	0.2233	10.13	8.814	8.486	9.799	8.814	9.142	9.799	825.4	604.7	0.06134	0.0000001786	0.0000002303	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
75	8.486	0.0000001781	219.3	568.9	0.08316	0.0811	0.2157	0.2706	0.304	0.2237	8.486	7.501	7.173	8.814	8.157	7.829	10.13	831	607.3	0.04821	0.0000001781	0.0000002294	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
76	9.799	0.000000179	221.9	573.9	0.08799	0.08598	0.2176	0.2721	0.3075	0.225	9.799	8.814	8.486	10.46	9.142	8.814	9.799	834.9	609.3	0.05805	0.000000179	0.0000002301	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
77	8.486	0.0000001787	221.5	576.2	0.08958	0.08736	0.2196	0.2733	0.3091	0.226	8.486	7.829	7.501	9.47	8.486	8.814	9.799	840.5	615.5	0.07939	0.0000001787	0.0000002301	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
78	9.47	0.0000001783	223.4	579.9	0.0917	0.0895	0.2221	0.2745	0.311	0.2271	9.47	7.501	7.501	8.814	7.829	8.157	9.142	845.4	618.1	0.04427	0.0000001783	0.0000002294	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
79	8.486	0.0000001789	223.5	584.8	0.09269	0.09094	0.2239	0.2751	0.3121	0.2281	8.486	7.501	7.501	8.486	8.814	8.486	8.486	852.9	622.7	0.083	0.0000001789	0.0000002299	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
80	12.1	0.0000001788	226.2	586.4	0.09512	0.0913	0.2256	0.2761	0.3142	0.2285	12.1	9.799	9.47	11.11	11.11	11.11	11.77	853.2	627	0.04722	0.0000001788	0.0000002302	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
81	10.78	0.000000179	227.3	589.2	0.09645	0.0935	0.2268	0.277	0.3153	0.2294	10.78	9.47	8.486	9.799	8.814	8.814	9.799	858.2	627	0.05214	0.000000179	0.0000002306	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
82	9.142	0.0000001782	229.9	591.8	0.09858	0.09489	0.2287	0.2783	0.3177	0.2304	9.142	7.829	7.829	9.47	7.829	7.501	10.13	863.4	629.6	0.0528	0.0000001782	0.0000002294	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
83	12.1	0.0000001782	230.7	594.6	0.1007	0.09576	0.2307	0.2788	0.3193	0.2312	12.1	10.46	10.46	12.42	11.44	9.799	10.13	869	633.9	0.06593	0.0000001782	0.0000002297	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
84	8.157	0.0000001786	233.1	591.1	0.09858	0.0944	0.2289	0.2775	0.3184	0.2306	8.157	7.501	6.844	8.486	8.486	7.829	8.157	871.9	636.2	0.07545	0.0000001786	0.0000002299	0.004761	8.346	1413.11	1413.11	1413.11	1413.11
85	10.13	0.0000001786	236	589.2	0.09668	0.09302	0.2269	0.2772	0.3157	0.2291	10.13	8.486	8.157	9.799	9.47	9.142	10.13	871.3	633.5	0.06593	0.0000001786	0.0000002302	0.004761	9.003	1413.11	1413.11	1413.11	1413.11
86	8.486	0.0000001783	236.3	584.3	0.09489	0.09152	0.2255	0.2759	0.314	0.2285	8.486	7.501	7.173	8.486	8.814	8.157	8.157	866	629.6	0.07939	0.0000001783	0.0000002297	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
87	8.157	0.0000001782	232.7	582.9	0.09336	0.09018	0.2236	0.2752	0.3131	0.2277	8.157	7.829	6.844	8.486	8.157	8.157	8.486	863.7	629.6	0.05083	0.0000001782	0.0000002294	0.004761	7.854	1413.11	1413.11	1413.11	1413.11
88	12.1	0.0000001786	232.4	580.1	0.09159	0.08883	0.222	0.2751	0.3101	0.2268	12.1	11.11	10.46	12.1	11.77	11.77	11.77	858.5	625	0.06363	0.0000001786	0.0000002301	0.004761	8.182	1413.11	1413.11	1413.11	1413.11
89	11.44	0.0000001782	231.4	575.8	0.08975	0.08733	0.2194	0.2739	0.3085	0.226	11.44	9.799	8.814	10.46	9.142	8.157	9.47	855.9	622.7	0.04722	0.0000001782	0.0000002297	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
90	9.799	0.0000001784	230.8	574.9	0.08747	0.08667	0.2179	0.272	0.3068	0.2251	9.799	9.799	8.486	9.47	9.142	8.157	9.142	850.3	617.8	0.08234	0.0000001784	0.0000002302	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
91	12.1	0.0000001783	228	570.3	0.08257	0.08201	0.2162	0.2709	0.3037	0.2239	12.1	10.46	10.46	12.42	12.42	11.44	10.78	845.7	615.8	0.06199	0.0000001783	0.0000002301	0.004761	8.674	1413.11	1413.11	1413.11	1413.11
92	8.486	0.0000001779	229.9	567.1	0.08114	0.08091	0.214	0.27	0.3027	0.2232	8.486	7.501	7.173	8.814	8.157	7.829	9.47	840.8	609.3	0.05411	0.0000001779	0.0000002293	0.004761	7.525	1413.11	1413.11	1413.11	1413.11
93	11.11	0.0000001786	227	564	0.07951	0.07979	0.2128	0.2689	0.3011	0.2228	11.11	9.799	10.13	11.77	12.1	11.77	10.46	835.5	607.3	0.06724	0.0000001786	0.0000002301	0.004761	8.838	1413.11	1413.11	1413.11	1413.11
94	12.1	0.0000001781	224	560.6	0.07826	0.07857	0.2108	0.2682	0.2997	0.2216	12.1	10.78	8.814	10.46	9.47	8.157	10.13	830.6	604.7	0.05411	0.0000001781	0.0000002294	0.004761	7.69	1413.11	1413.11	1413.11	1413.11
95	12.1	0.0000001784	221.4	559.1	0.07699	0.07764	0.2094	0.2675	0.2985	0.2205	12.1	11.11	10.78	12.42	12.1	11.44	11.44	825.4	602.7	0.07151	0.0000001784	0.0000002296	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
96	8.157	0.0000001781	220.9	556.2	0.07563	0.07659	0.2079	0.267	0.297	0.2201	8.157	7.173	7.501	8.486	8.486	8.486	8.157	823.1	600.4	0.09154	0.0000001781	0.0000002297	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
97	11.77	0.0000001781	219.6	552.9	0.07467	0.07539	0.2064	0.2662	0.2958	0.2191	11.77	10.78	10.13	11.77	11.77	10.78	9.142	817.8	596.1	0.06101	0.0000001781	0.0000002296	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
98	8.157	0.000000178	217.4	551.4	0.07338	0.07431	0.2049	0.265	0.2944	0.219	8.157	7.501	6.844	8.486	8.157	7.829	8.814	813.2	594.2	0.07315	0.000000178	0.0000002294	0.004761	8.51	1413.11	1413.11	1413.11	1413.11
99	11.44	0.0000001781	216.6	547	0.0719	0.07317	0.203	0.2636	0.2926	0.2174	11.44	10.78	9.799	11.44	11.77	11.11	9.799	807.7	589.6	0.05871	0.0000001781	0.0000002294	0.004761	8.018	1413.11	1413.11	1413.11	1413.11
100	9.47	0.0000001784	216.1	544	0.06883	0.07015	0.2011	0.2632	0.2909	0.2159	9.47	8.486	8.486	9.799	9.142	8.814	9.799	802.7	585.3	0.0551	0.0000001784	0.0000002299	0.004761	9.167	1413.11	1413.11	1413.11	1413.11
