Period,net_income,depreciation,capex,working_capital_change,owner_earnings
2024,29200000.0,14900000.0,-11800000.0,202100000.0,234400000.0
2023,-147400000.0,12600000.0,-9400000.0,102200000.0,-42000000.0
2022,-297700000.0,13800000.0,-8800000.0,-34700000.0,-327400000.0
2021,-521100000.0,16600000.0,-11200000.0,470200000.0,-45500000.0
2020,-363000000.0,15600000.0,-7200000.0,-709700000.0,-1064300000.0
2019,-282400000.0,4900000.0,-12100000.0,0.0,-289600000.0
2018,-69100000.0,600000.0,-3500000.0,0.0,-72000000.0
